Month,Car,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)",TypeOfTrigger,Location,Cause
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for overly slow approach to a stop sign.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because ego vehicle was stuck at green light.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Planning behavior provider module timeout.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Highway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for inappropriate braking on highway.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for improper yielding to a pedestrian near the roadway.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to ego vehicle planning inappropriate lane change.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for ego vehicle failing to yield to oncoming traffic during left turn.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for ego vehicle slowing down approaching green light.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Localization module detected a localizer incident.
Unknown,WDD2221591A470796,No,Yes,AV System,Highway,Localization module detected a localizer incident.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Planning Reference Line Searcher module timeout.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Planning Reference Line Searcher module timeout.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Planning Reference Line Searcher module timeout.
Unknown,WDD2221591A470796,No,Yes,AV System,Highway,Planning behavior provider module state error.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470796,No,Yes,Test Driver,Highway,Driver disengaged with steering input. Driver took over for other vehicle encroaching in our lane.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Planning Reference Line Searcher module timeout.
Unknown,WDD2221591A470796,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Maps incident detected.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Maps incident detected.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for unexpected slowdown approaching intersection.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for ego vehicle failing to yield to oncoming traffic during left turn.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for ego vehicle unexpectedly slowing down approaching crosswalk with tailing vehicle close behind.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for ego vehicle failing to yield to oncoming traffic during left turn.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Localization module detected a localizer incident.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Localization module detected a localizer incident.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over due to braking caused by other car encroaching in our lane.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for ego vehicle failing to yield to oncoming traffic during left turn.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Maps incident detected.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for inappropriate braking near parked car.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because ego vehicle got stuck at stop sign.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because adjacent vehicle was merging unsafely into our lane.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Planning behavior provider module timeout.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,"Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for slow lane change, getting too close to other vehicle."
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for ego vehicle unexpectedly slowing down approaching crosswalk with tailing vehicle close behind.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for improper yielding to a pedestrian near the roadway.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for ego vehicle unexpectedly slowing down approaching crosswalk with tailing vehicle close behind.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Localization module detected a localizer incident.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Highway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for unexpected braking on highway.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Maps incident detected.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Maps incident detected.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Maps incident detected.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for ego vehicle approaching too quickly to a right turn with pedestrians in crosswalk.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Highway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for unexpected swerving and braking on highway offramp.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Maps incident detected.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over to prevent inappropriate lane change from cutting off other driver.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for ego vehicle unexpectedly slowing down approaching crosswalk with tailing vehicle close behind.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for unexpected braking driving in-lane.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over in response to fallback trajectory error causing braking and veering to the left.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over in response to sudden braking in dense traffic.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for sudden braking after a lane change.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Maps incident detected.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for improper yielding to a pedestrian near the roadway.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for unstable acceleration profile over train tracks.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for unexpected frequent braking approaching cyclist.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Highway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for slow approach to highway onramp with tailgating vehicle behind us.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Highway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for braking on highway in response to vehicles travelling in above overpass.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Localization module detected a localizer incident.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for some unexpected braking during a left turn.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for parked car on right side suddenly opening driver-side door.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for improper yielding to a pedestrian near the roadway.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over of unexpected braking during lane split into turn lane.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over due to unexpected short green light cycle.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for ego vehicle unexpectedly slowing down approaching crosswalk with tailing vehicle close behind.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Vision lost connection to camera.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over due to creeping forward at a red light.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for sluggish speed while searching for lane change gap.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for unexpected braking due to fallback trajectory error state.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Front centre wide angle camera is blocked.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Localization module detected a localizer incident.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Front centre wide angle camera is blocked.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over accidentally.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to unexpected swerve in response to driver in oncoming lanes travelling straight through a left turn lane.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Localization module detected a localizer incident.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Front centre wide angle camera is blocked.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for failure to slow appropriately during lane change approaching a red light.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,Localization module detected a localizer incident.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for overly cautious braking approaching a lane merge.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for proceeding too slowly through left turn.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for improper yielding to a pedestrian near the roadway.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Front centre wide angle camera is blocked.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470497,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over for improper lane change attempt without appropriate space.
Unknown,WDD2221591A470497,No,Yes,AV System,Highway,Planning behavior provider module state error.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Highway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because ego vehicle was not proceeding at a green light.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because ego vehicle was proceeding slowly through a left turn.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for a failure to yield at a required yield.
Unknown,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for a failure to yield to a pedestrian at a left turn.
Unknown,WDD2221591A470497,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Unknown,WDD2221591A470497,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
