Month,Car,TypeOfTrigger,Location,Cause
2022-08,3FA6P0LU4JR151712,Test Driver,Freeway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Freeway,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Freeway,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU4JR151712,Test Driver,Freeway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Freeway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Freeway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Freeway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Freeway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,AV System,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Traffic conditions: test driver decided to resume control to ensure comfortable distance from other road users.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU4JR151712,AV System,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Traffic conditions: test driver decided to resume control to ensure comfortable distance from other road users.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Construction: In vehicle operator decided to resume control due to construction on the road.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Traffic conditions: test driver decided to resume control to ensure comfortable distance from other road users.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to keep junction clear.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,In vehicle operator decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver resumed control due to obstacle in path.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,In vehicle operator decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to take over driving task due to unnecessary lane change.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU4JR151712,AV System,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU4JR151712,Test Driver,Highway,Test driver resumed control due to obstacle in path.
2022-08,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Traffic conditions: test driver decided to resume control to ensure comfortable distance from other road users.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to take over driving task to keep junction clear.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to keep junction clear.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to take over driving task to give another road user priority.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Traffic conditions: test driver decided to resume control to ensure comfortable distance from other road users.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to take over driving task to give another road user priority.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,AV System,Highway,Test driver prompted to resume control due to system error.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver resumed control due to obstacle in path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver resumed control due to obstacle in path.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,AV System,Highway,Test driver prompted to resume control due to system error.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-09,3FA6P0LU4JR151712,AV System,Street,Test driver prompted to resume control due to system error.
2022-09,3FA6P0LU4JR151712,AV System,Street,Test driver prompted to resume control due to system error.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Rural Road,Test driver resumed control due to obstacle in path.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-09,3FA6P0LU4JR151712,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-09,3FA6P0LU4JR151712,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU0JR139380,Test driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU0JR139380,Test driver,Street,Test driver resumed control due to obstacle in path.
2022-08,3FA6P0LU0JR139380,AV System,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,AV System,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,AV System,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,AV System,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,AV System,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,AV System,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU0JR139380,Test Driver,Highway,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU0JR139380,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU0JR139380,Test Driver,Highway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU0JR139380,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU0JR139380,Test Driver,Street,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU0JR139380,AV System,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,Test Driver,Highway,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU0JR139380,AV system,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,Test Driver,Street,In-vehicle Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU0JR139380,ADS,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,ADS,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,ADS,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,Test Driver,Freeway,In-vehicle Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU0JR139380,Test Driver,Street,In vehicle operator decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU0JR139380,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU0JR139380,AV System,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU0JR139380,Test Driver,Street,Test driver resumed control due to obstacle in path.
2022-08,3FA6P0LU0JR139380,Test Driver,Freeway,Test driver decided to resume control to ensure vehicle maintain desired path.
2022-08,3FA6P0LU0JR139380,AV System,Street,Test driver prompted to resume control due to system error.
2022-08,3FA6P0LU0JR139380,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
2022-08,3FA6P0LU0JR139380,Test Driver,Street,Traffic conditions: test driver decided to resume control to ensure comfortable distance from other road users.
2022-08,3FA6P0LU0JR139380,Test Driver,Street,Traffic conditions: test driver decided to resume control to ensure comfortable distance from other road users.
2022-08,3FA6P0LU0JR139380,Test Driver,Street,Test driver decided to take over driving task to give another road user priority.
