Month,Car,TypeOfTrigger,Location,Cause
2022-01,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-01,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-01,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-01,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-01,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-01,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-01,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-01,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-01,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Lane departure or oscillation in exit/merge lane. The test vehicle did not keep the exit/merge lane properly. Root cause: bad lane detection in exit/merge lane. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Another vehicle approaching target lane when the test vehicle inititated a lane change. Limitation in software. This was a case of two vehicles trying to occupy the same space in a lane. Our software has a limitation in that we do not (yet) cancel lane changes once it has been initiated; however, we do cancel lane changes if the software deems it unsafe prior to the actual maneuver. In this case we had already started the maneuver, therefore the driver had to take over. This isnï¿½t a software bug, itï¿½s a known issue that is being worked on. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Attempting to lane change into a lane with stopped/slow traffic, and test vehicle was not slowing down enough. Root cause: limited control actuation, detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Another vehicle approaching target lane when the test vehicle inititated a lane change. Limitation in software. This was a case of two vehicles trying to occupy the same space in a lane. Our software has a limitation in that we do not (yet) cancel lane changes once it has been initiated; however, we do cancel lane changes if the software deems it unsafe prior to the actual maneuver. In this case we had already started the maneuver, therefore the driver had to take over. This isnï¿½t a software bug, itï¿½s a known issue that is being worked on. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-02,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"Lane departure or oscillation in exit/merge lane. The test vehicle did not keep the exit/merge lane properly. Root cause: bad lane detection in exit/merge lane. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"Lane departure or oscillation in exit/merge lane. The test vehicle did not keep the exit/merge lane properly. Root cause: bad lane detection in exit/merge lane. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-03,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-03,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"Lane departure or oscillation in exit/merge lane. The test vehicle did not keep the exit/merge lane properly. Root cause: bad lane detection in exit/merge lane. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"Lane departure or oscillation in exit/merge lane. The test vehicle did not keep the exit/merge lane properly. Root cause: bad lane detection in exit/merge lane. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-03,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-03,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During a lane change a faster car approached in the target lane. Did not let the test vehicle pass. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-03,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The test vehicle could not perform the lane change into the exit lane or merge to highway and could not follow the planned route. Root cause: traffic situation. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"The SW couldnt perform the manuever safely eg.: possible lane departure, too aggressive lane change manuever. Root cause: lane detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-03,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-03,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-04,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-04,4T1B21HK6KU514747,Test driver,Freeway,"Unnecessary lane change, the test vehicle did not follow the planned route. Root cause: Navigation/Localisation issue. Conditions: Non-inclement weather, dry roads, no other factors involved"
2022-04,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-04,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-04,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-04,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-04,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-04,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
2022-04,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-04,4T1B21HK6KU514747,Test driver,Freeway,"During the lane change the test vehicle could have got too close to another vehicle in the target lane. Root cause:  object detection issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
2022-04,4T1B21HK6KU514747,Test driver,Freeway,The test vehicle attepted to lane change to shoulder/express lane. Root cause:  lane detection or map issue.
